Kecamatan,Kota,Jenis Faskes,Penyelenggara Faskes,Nama Faskes,Latitude,Longitude
Gunung Anyar,Surabaya,Klinik Utama,swasta,ALTAIR POLITEKNIK PELAYARAN SURABAYA,-7.3384129,112.7204897
Jambangan,Surabaya,Apotek,lainnya,KIMIA FARMA KEBONSARI,-7.3239747,112.6980679
Jambangan,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Kebonsari,-7.3239747,112.6980679
Jambangan,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Jambangan,-7.3239747,112.6980679
Jambangan,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Karah,-7.3239747,112.6980679
Jambangan,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Ketintang,-7.3239747,112.6980679
Jambangan,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Pagesangan,-7.3239747,112.6980679
Jambangan,Surabaya,Rumah Sakit Khusus,Swasta,RS Ibu dan Anak Cempaka Putih Permata,-7.3239747,112.6980679
Jambangan,Surabaya,Apotek,swasta,JAMBANGAN,-7.3239747,112.6980679
Jambangan,Surabaya,Apotek,swasta,KEBONSARI,-7.3239747,112.6980679
Jambangan,Surabaya,Apotek,swasta,K - 24 KEBONSARI,-7.3239747,112.6980679
Jambangan,Surabaya,Apotek,swasta,UMI,-7.3239747,112.6980679
Jambangan,Surabaya,Apotek,swasta,K-24 KARAH,-7.3239747,112.6980679
Jambangan,Surabaya,Apotek,swasta,ALTHA,-7.3239747,112.6980679
Jambangan,Surabaya,Apotek,swasta,9 Bintang Farma,-7.3239747,112.6980679
Jambangan,Surabaya,Klinik Pratama,swasta,ST. VINCENTIUS A PAULO (KARAH),-7.3239747,112.6980679
Jambangan,Surabaya,Klinik Pratama,swasta,BK 10,-7.3239747,112.6980679
Karang Pilang,Surabaya,Klinik Pratama,lainnya,SUTEDI SENAPUTRA,-7.3320941,112.6502361
Karang Pilang,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Kedurus,-7.3320941,112.6502361
Karang Pilang,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Kebraon,-7.3320941,112.6502361
Karang Pilang,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Warugunung,-7.3320941,112.6502361
Karang Pilang,Surabaya,Apotek,swasta,PALAPA JAYA,-7.3320941,112.6502361
Karang Pilang,Surabaya,Apotek,swasta,DERY FARMA,-7.3320941,112.6502361
Karang Pilang,Surabaya,Apotek,swasta,K 3,-7.3320941,112.6502361
Karang Pilang,Surabaya,Apotek,swasta,VIVA GENERIK GRIYA KEBRAON,-7.3320941,112.6502361
Karang Pilang,Surabaya,Apotek,swasta,PUSPASARI KEDURUS,-7.3320941,112.6502361
Karang Pilang,Surabaya,Apotek,swasta,K24 MASTRIP,-7.3320941,112.6502361
Karang Pilang,Surabaya,Apotek,swasta,INDERA,-7.3320941,112.6502361
Karang Pilang,Surabaya,Toko Obat,swasta,LOTTE SHOPPING INDONESIA,-7.3320941,112.6502361
Karang Pilang,Surabaya,Toko Obat,swasta,SUPER INDO MASTRIP,-7.3320941,112.6502361
Karang Pilang,Surabaya,Klinik Pratama,swasta,SARTIKA 44,-7.3320941,112.6502361
Karang Pilang,Surabaya,Klinik Pratama,swasta,PUTRI RAHAYU,-7.3320941,112.6502361
Karang Pilang,Surabaya,Klinik Pratama,swasta,NAYAKA HUSADA KEBRAON,-7.3320941,112.6502361
Karang Pilang,Surabaya,Klinik Pratama,swasta,PHC KEBRAON,-7.3320941,112.6502361
Kenjeran,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Bulak Banteng,-7.2163132,112.7543833
Kenjeran,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Sidotopo Wetan,-7.2163132,112.7543833
Kenjeran,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Tambak Wedi,-7.2163132,112.7543833
Kenjeran,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Tanah Kali Kedinding,-7.2163132,112.7543833
Kenjeran,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Tanah Kali Kedinding,-7.2163132,112.7543833
Kenjeran,Surabaya,Apotek,swasta,NINDYA,-7.2163132,112.7543833
Kenjeran,Surabaya,Apotek,swasta,ALQI,-7.2163132,112.7543833
Kenjeran,Surabaya,Apotek,swasta,RAFA FARMA,-7.2163132,112.7543833
Kenjeran,Surabaya,Apotek,swasta,VIVA APOTEK RANDU INDAH,-7.2163132,112.7543833
Kenjeran,Surabaya,Apotek,swasta,ADITARA 2,-7.2163132,112.7543833
Kenjeran,Surabaya,Apotek,swasta,NAHDA FARMA,-7.2163132,112.7543833
Kenjeran,Surabaya,Apotek,swasta,AMAJING IAN,-7.2163132,112.7543833
Kenjeran,Surabaya,Apotek,swasta,RAFA FARMA 2,-7.2163132,112.7543833
Kenjeran,Surabaya,Apotek,swasta,RANDU FARMA,-7.2163132,112.7543833
Kenjeran,Surabaya,Apotek,swasta,AZZAM FARMA,-7.2163132,112.7543833
Kenjeran,Surabaya,Apotek,swasta,K-24 POGOT,-7.2163132,112.7543833
Kenjeran,Surabaya,Apotek,swasta,K - 24 SIDOTOPO WETAN,-7.2163132,112.7543833
Kenjeran,Surabaya,Apotek,swasta,TANSAH SEHAT FARMA,-7.2163132,112.7543833
Kenjeran,Surabaya,Apotek,swasta,K-24 KEDINDING LOR,-7.2163132,112.7543833
Kenjeran,Surabaya,Klinik Pratama,swasta,AL FITHRAH,-7.2163132,112.7543833
Kenjeran,Surabaya,Klinik Pratama,swasta,WONOSARI,-7.2163132,112.7543833
Kenjeran,Surabaya,Klinik Utama,swasta,SRI HARTI SOEROSO,-7.2163132,112.7543833
Krembangan,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Dupak,-7.2271598,112.7069053
Krembangan,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Krembangan Selatan,-7.2271598,112.7069053
Krembangan,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Morokrembangan,-7.2271598,112.7069053
Krembangan,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Krembangan Baru,-7.2271598,112.7069053
Krembangan,Surabaya,Apotek,swasta,TIGA DUA LIMA,-7.2271598,112.7069053
Krembangan,Surabaya,Apotek,swasta,ADI FARMA,-7.2271598,112.7069053
Krembangan,Surabaya,Apotek,swasta,SHERWIN,-7.2271598,112.7069053
Krembangan,Surabaya,Apotek,swasta,OKKY,-7.2271598,112.7069053
Krembangan,Surabaya,Apotek,swasta,SIAGA MUSTIKA RAHAYU,-7.2271598,112.7069053
Krembangan,Surabaya,Apotek,swasta,LAYZA FARMA,-7.2271598,112.7069053
Krembangan,Surabaya,Klinik Pratama,swasta,RAJAWALI,-7.2271598,112.7069053
Krembangan,Surabaya,Klinik Pratama,swasta,KELSAPA,-7.2271598,112.7069053
Krembangan,Surabaya,Klinik Pratama,swasta,SANTA ANNA,-7.2271598,112.7069053
Krembangan,Surabaya,Klinik Pratama,swasta,NAYAKA HUSADA 01,-7.2271598,112.7069053
Krembangan,Surabaya,Klinik Pratama,swasta,AL - AZHAR,-7.2271598,112.7069053
Krembangan,Surabaya,Klinik Utama,swasta,PRAMITA,-7.2271598,112.7069053
Krembangan,Surabaya,Klinik Utama,swasta,SPEKTRUM,-7.2271598,112.7069053
Krembangan,Surabaya,Klinik Pratama,TNI/POLRI,POLRESTABES SURABAYA,-7.2271598,112.7069053
Krembangan,Surabaya,Klinik Pratama,TNI/POLRI,SUBDITKES AAL,-7.2271598,112.7069053
Krembangan,Surabaya,Klinik Pratama,TNI/POLRI,SATBRIMOB POLDA JATIM,-7.2271598,112.7069053
Krembangan,Surabaya,Klinik Pratama,TNI/POLRI,SATKES KODIKLATAL,-7.2271598,112.7069053
Krembangan,Surabaya,Klinik Pratama,TNI/POLRI,BHAYANGKARA M. DAHLAN,-7.2271598,112.7069053
Lakarsantri,Surabaya,Apotek,lainnya,KIMIA FARMA G WALK,-7.2271598,112.7069053
Lakarsantri,Surabaya,Apotek,lainnya,KIMIA FARMA 459,-7.2271598,112.7069053
Lakarsantri,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Bangkingan,-7.2271598,112.7069053
Lakarsantri,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Jeruk,-7.2271598,112.7069053
Lakarsantri,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Lidah Kulon,-7.2271598,112.7069053
Lakarsantri,Surabaya,Rumah Sakit Khusus,Swasta,RS Orthopedi dan Traumatologi Surabaya,-7.2271598,112.7069053
Lakarsantri,Surabaya,Apotek,swasta,WANGI,-7.2271598,112.7069053
Lakarsantri,Surabaya,Apotek,swasta,SUKSES,-7.2271598,112.7069053
Lakarsantri,Surabaya,Apotek,swasta,KIMMY,-7.2271598,112.7069053
Lakarsantri,Surabaya,Apotek,swasta,HIKMAH,-7.2271598,112.7069053
Lakarsantri,Surabaya,Apotek,swasta,DIAH FARMA,-7.2271598,112.7069053
Lakarsantri,Surabaya,Apotek,swasta,K - 24 MANUKAN TAMA,-7.2271598,112.7069053
Lakarsantri,Surabaya,Apotek,swasta,d18,-7.2271598,112.7069053
Lakarsantri,Surabaya,Apotek,swasta,SRIKAYA,-7.2271598,112.7069053
Lakarsantri,Surabaya,Apotek,swasta,SEHATI,-7.2271598,112.7069053
Lakarsantri,Surabaya,Apotek,swasta,WATSONS SUPERMALL PAKUWON,-7.2271598,112.7069053
Lakarsantri,Surabaya,Apotek,swasta,BOSTON HEALTH & BEAUTY,-7.2271598,112.7069053
Lakarsantri,Surabaya,Apotek,swasta,DWI,-7.2271598,112.7069053
Lakarsantri,Surabaya,Apotek,swasta,UTAMA,-7.2271598,112.7069053
Lakarsantri,Surabaya,Apotek,swasta,K-24 LIDAH WETAN,-7.2271598,112.7069053
Lakarsantri,Surabaya,Apotek,swasta,K-24 LAKARSANTRI,-7.2271598,112.7069053
Lakarsantri,Surabaya,Apotek,swasta,W,-7.2271598,112.7069053
Lakarsantri,Surabaya,Toko Obat,swasta,SUPER INDO CITRALAND SQUARE,-7.2271598,112.7069053
Lakarsantri,Surabaya,Klinik Pratama,swasta,SUPER SKIN,-7.2271598,112.7069053
Lakarsantri,Surabaya,Klinik Pratama,swasta,ERHA SKIN MENGANTI,-7.2271598,112.7069053
Lakarsantri,Surabaya,Klinik Pratama,swasta,NEW LIFE,-7.2271598,112.7069053
Lakarsantri,Surabaya,Klinik Pratama,swasta,GLOBAL SEJAHTERA ABADA 3,-7.2271598,112.7069053
Lakarsantri,Surabaya,Klinik Pratama,swasta,LUMINAIRE,-7.2271598,112.7069053
Lakarsantri,Surabaya,Klinik Utama,swasta,IDAF HUSADA,-7.2271598,112.7069053
Lakarsantri,Surabaya,Klinik Utama,swasta,MIRACLE AESTHETIC CLINIC,-7.2271598,112.7069053
Mulyorejo,Surabaya,Rumah Sakit Umum,Kementrian Lain,RS Universitas Airlangga,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,lainnya,KIMIA FARMA HEALTH AND BEAUTY PAKUWON CITY,-7.2686064,112.7213797
Mulyorejo,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Kalijudan,-7.2686064,112.7213797
Mulyorejo,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Mulyorejo,-7.2686064,112.7213797
Mulyorejo,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Sutorejo,-7.2686064,112.7213797
Mulyorejo,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Mulyorejo / wisma permai,-7.2686064,112.7213797
Mulyorejo,Surabaya,Rumah Sakit Umum,Swasta,RS Manyar Medical Centre,-7.2686064,112.7213797
Mulyorejo,Surabaya,Rumah Sakit Khusus,Swasta,RS Ibu dan Anak Kendangsari Merr,-7.2686064,112.7213797
Mulyorejo,Surabaya,Rumah Sakit Umum,Swasta,RS Mitra Keluarga Kenjeran,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,MULYOREJO,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,MUSTAJAB,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,BAGIANA,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,ALBA MEDIKA,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,JEFARMA,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,CHRIST,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,GUARDIAN SHOP IN GALAXY MALL,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,FAMILY FARMA,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,K - 24 MULYOSARI,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,XION,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,PRISKA,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,VITO,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,IBECA FARMA,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,HAVANDI,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,CINDI,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,FITRIN,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,SMILE PLUS,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,KEISSA,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,XAVIER,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,K - 24 MERR KALIJUDAN,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,MUJUR SURYA,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,MELISA FARMA,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,ELHA,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,WATSONS EAST COST,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,ENGGAL HUSADA,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,UNI MEDIKA,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,WATSONS GALAXY MALL SURABAYA,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,GUARDIAN GALAXY MALL 3,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,AIRDAS FARMA,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,WATSONS GALAX MALL 2,-7.2686064,112.7213797
Mulyorejo,Surabaya,Apotek,swasta,36 Merr,-7.2686064,112.7213797
Mulyorejo,Surabaya,Toko Obat,swasta,INTISARI,-7.2686064,112.7213797
Mulyorejo,Surabaya,Toko Obat,swasta,ZHONG YAO,-7.2686064,112.7213797
Mulyorejo,Surabaya,Toko Obat,swasta,BOSTON HEALTH & BEAUTY ECC,-7.2686064,112.7213797
Mulyorejo,Surabaya,Toko Obat,swasta,SUPERINDO KERTAJAYA,-7.2686064,112.7213797
Mulyorejo,Surabaya,Toko Obat,swasta,Hypermart ECC,-7.2686064,112.7213797
Mulyorejo,Surabaya,Toko Obat,swasta,Super Indo Central Park,-7.2686064,112.7213797
Mulyorejo,Surabaya,Toko Obat,swasta,GUARDIAN EAST COST,-7.2686064,112.7213797
Mulyorejo,Surabaya,Toko Obat,swasta,RANCH MARKET,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Pratama,swasta,PLK - UA KAMPUS C UNAIR,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Pratama,swasta,DOKTER AYOMAN KELUARGA,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Pratama,swasta,ABDI MULIA,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Pratama,swasta,dr. Subur Prajitno,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Pratama,swasta,YAYASAN SOSIAL ABDIHUSADA UTAMA,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Pratama,swasta,ZAP GALAKSI,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Pratama,swasta,SKIDENT AESTHETIC CENTER,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Pratama,swasta,ANF,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Pratama,swasta,LONDON BEAUTY CENTRE,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Pratama,swasta,BIOTECH,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Utama,swasta,3D CLINIC,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Utama,swasta,MEDIKA UTAMA 2,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Utama,swasta,WIDJAJA ASTHMA CENTRE,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Utama,swasta,SHINY SMILE DENTAL CLINIC,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Utama,swasta,SAYANG DIAGNOSTIC CENTER,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Utama,swasta,PRAMITA,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Utama,swasta,MIRACLE AESTHETIC CLINIC,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Utama,swasta,ORTHO PLUS,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Utama,swasta,PROFIRA,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Utama,swasta,ERHA APOTHECARY GALAXY MALL,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Utama,swasta,NATIONAL EYE CENTER,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Utama,swasta,NUSANTARA MEDIKA,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Utama,swasta,VISION EYE CLINIC,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Utama,swasta,PARAHITA DIAGNOSTIC CENTER,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Utama,swasta,TETA,-7.2686064,112.7213797
Mulyorejo,Surabaya,Klinik Utama,swasta,MITRA HUSADA,-7.2686064,112.7213797
Pabean Cantian,Surabaya,Rumah Sakit Umum,BUMN,RS Primasatya Husada Citra (PHC) Surabaya,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Apotek,lainnya,KIMIA FARMA NO.304,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Perak Timur,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Bongkaran,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Nyamplungan,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Perak Barat,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Rumah Sakit Umum,Swasta,RS PKU Muhammadiyah Surabaya,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Rumah Sakit Umum,Swasta,RS Umum Al-Irsyad Surabaya,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Apotek,swasta,AN JAYA,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Apotek,swasta,BUNGURAN,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Apotek,swasta,ATUM FARMA,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Apotek,swasta,IBUNDA,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Apotek,swasta,BERLIN,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Apotek,swasta,8 ( DELAPAN ),-7.2222887,112.7150563
Pabean Cantian,Surabaya,Apotek,swasta,BERLIN 2,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Apotek,swasta,SAMPURNA FARMA,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Apotek,swasta,SINAR BAHAGIA,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Apotek,swasta,BERKAH MAKMUR,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Apotek,swasta,K24 Kopelindo 3,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Toko Obat,swasta,SARI WARAS,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Toko Obat,swasta,MANDARIN,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Toko Obat,swasta,ASEAN,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Toko Obat,swasta,SAUDARA,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Toko Obat,swasta,SAHABAT KITA JAYA,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Toko Obat,swasta,SAUDARA ONLINE,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Toko Obat,swasta,BIE,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Toko Obat,swasta,MANDARIN 2,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Klinik Pratama,swasta,SEBU,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Klinik Utama,swasta,WIBOWO DENTAL CLINIC,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Klinik Utama,swasta,OILIA,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Rumah Sakit Umum,TNI/POLRI,RS TNI AL Dr. Oepomo,-7.2222887,112.7150563
Pabean Cantian,Surabaya,Klinik Pratama,TNI/POLRI,POLRES PELABUHAN TANJUNG PERAK,-7.2222887,112.7150563
Pakal,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Benowo,-7.2318257,112.5794528
Pakal,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Babat Jerawat,-7.2318257,112.5794528
Pakal,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Pakal,-7.2318257,112.5794528
Pakal,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Sumber Rejo,-7.2318257,112.5794528
Pakal,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Tambak Dono,-7.2318257,112.5794528
Pakal,Surabaya,Rumah Sakit Umum,Swasta,RS Islam Darus Syifa,-7.2318257,112.5794528
Pakal,Surabaya,Apotek,swasta,BENOWO FARMA,-7.2318257,112.5794528
pakal,Surabaya,Apotek,swasta,APP 3 PAKAL,-7.2318257,112.5794528
Pakal,Surabaya,Klinik Utama,swasta,3D CLINIC,-7.2318257,112.5794528
Rungkut,Surabaya,Apotek,lainnya,KIMIA FARMA PANDUGO,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,lainnya,KIMIA FARMA 526 RUNGKUT,-7.3165016,112.7840058
Rungkut,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Kalirungkut,-7.3165016,112.7840058
Rungkut,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Medokan Ayu,-7.3165016,112.7840058
Rungkut,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Medokan Ayu,-7.3165016,112.7840058
Rungkut,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Penjaringan Sari,-7.3165016,112.7840058
Rungkut,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Rungkut Kidul,-7.3165016,112.7840058
Rungkut,Surabaya,Rumah Sakit Umum,Swasta,RS Umum Royal Surabaya,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,SETIABUDI,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,SIDO WARAS,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,VALENTINO,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,JIREH,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,ELLY,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,GOHLIS,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,DANDE FARMA,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,CENTRO,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,JESA INTI FARMA,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,TAKAVI,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,MEDAYU FARMA,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,ARDILA,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,VIVA GENERIK KEDUNG ASEM,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,CENDRAWASIH,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,VIVA GENERIK MEDOKAN SAWAH,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,K - 24 RUNGKUT ASRI,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,JECONIA,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,HASIL,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,VIVA APOTEK WONOREJO SELATAN,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,MEGA RAYA,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,K 24 RUNGKUT MADYA,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,SAHABAT MEDIKA,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,VIVA APOTEK RUNGKUT MEJOYO,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,K-24 MEDOKAN AYU,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,DASSA ALPHA,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,FORA MEDICAL,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,MEI FARMA,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,K24 Tenggilis,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,Rungkut Sehat,-7.3165016,112.7840058
Rungkut,Surabaya,Apotek,swasta,Rungkut,-7.3165016,112.7840058
Rungkut,Surabaya,Toko Obat,swasta,toko Obat PT. Trans Retail Indonesia Cabang Transmart Carrefour Rungkut Surabaya,-7.3165016,112.7840058
Rungkut,Surabaya,Toko Obat,swasta,Super Indo Rungkut,-7.3165016,112.7840058
Rungkut,Surabaya,Toko Obat,swasta,BERKAT WAHYU,-7.3165016,112.7840058
Rungkut,Surabaya,Klinik Pratama,swasta,WIDYA MANDIRI,-7.3165016,112.7840058
Rungkut,Surabaya,Klinik Pratama,swasta,dr. EKO,-7.3165016,112.7840058
Rungkut,Surabaya,Klinik Pratama,swasta,PT. HM Sampoerna Tbk,-7.3165016,112.7840058
Rungkut,Surabaya,Klinik Pratama,swasta,CITA HUSADA,-7.3165016,112.7840058
Rungkut,Surabaya,Klinik Pratama,swasta,PT.HM Sampoerna Tbk,-7.3165016,112.7840058
Rungkut,Surabaya,Klinik Pratama,swasta,YAYUK ISMAIL,-7.3165016,112.7840058
Rungkut,Surabaya,Klinik Pratama,swasta,PT. UNILEVER INDONESIA Tbk,-7.3165016,112.7840058
Rungkut,Surabaya,Klinik Pratama,swasta,D'ESTHETICO,-7.3165016,112.7840058
Rungkut,Surabaya,Klinik Pratama,swasta,UBAYA,-7.3165016,112.7840058
Rungkut,Surabaya,Klinik Pratama,swasta,NAYAKA HUSADA 42,-7.3165016,112.7840058
