Kecamatan,Kota,Jenis Faskes,Penyelenggara Faskes,Nama Faskes,Latitude,Longitude
Wiyung,Surabaya,Klinik Pratama,swasta,DINA,-7.3085647,112.6752149
Wiyung,Surabaya,Klinik Utama,swasta,SKIN A,-7.3085647,112.6752149
Wonocolo,Surabaya,Apotek,lainnya,KIMIA FARMA 166,-7.3249826,112.7269134
Wonocolo,Surabaya,Apotek,lainnya,Kimia Farma 836 Estheva,-7.3249826,112.7269134
Wonocolo,Surabaya,Klinik Pratama,lainnya,POLTEKBANG SURABAYA,-7.3249826,112.7269134
Wonocolo,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Jemursari,-7.3249826,112.7269134
Wonocolo,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Sidosermo,-7.3249826,112.7269134
Wonocolo,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Siwalankerto,-7.3249826,112.7269134
Wonocolo,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Bendul Merisi,-7.3249826,112.7269134
Wonocolo,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Margorejo,-7.3249826,112.7269134
Wonocolo,Surabaya,Rumah Sakit Umum,Swasta,RS Umum Islam Surabaya Jemursari,-7.3249826,112.7269134
Wonocolo,Surabaya,Rumah Sakit Khusus,Swasta,RS Ibu dan Anak Perdana Medica,-7.3249826,112.7269134
Wonocolo,Surabaya,Apotek,swasta,KUTISARI,-7.3249826,112.7269134
Wonocolo,Surabaya,Apotek,swasta,RAHARDJO,-7.3249826,112.7269134
Wonocolo,Surabaya,Apotek,swasta,FARMARIN,-7.3249826,112.7269134
Wonocolo,Surabaya,Apotek,swasta,NUR SEHAT,-7.3249826,112.7269134
Wonocolo,Surabaya,Apotek,swasta,SIWALAN,-7.3249826,112.7269134
Wonocolo,Surabaya,Apotek,swasta,MALEO,-7.3249826,112.7269134
Wonocolo,Surabaya,Apotek,swasta,APOLLO,-7.3249826,112.7269134
Wonocolo,Surabaya,Apotek,swasta,TERANG JAYA,-7.3249826,112.7269134
Wonocolo,Surabaya,Apotek,swasta,K - 24 JEMURSARI,-7.3249826,112.7269134
Wonocolo,Surabaya,Apotek,swasta,JES 8,-7.3249826,112.7269134
Wonocolo,Surabaya,Apotek,swasta,VIVA APOTEK SIWALANKERTO,-7.3249826,112.7269134
Wonocolo,Surabaya,Apotek,swasta,SAMINA,-7.3249826,112.7269134
Wonocolo,Surabaya,Apotek,swasta,SUGIH WARAS MAKMUR,-7.3249826,112.7269134
Wonocolo,Surabaya,Apotek,swasta,MORO SEHAT,-7.3249826,112.7269134
Wonocolo,Surabaya,Apotek,swasta,MARGOREJO INDAH,-7.3249826,112.7269134
WONOCOLO,Surabaya,Apotek,swasta,VIVA APOTEK SIDOSERMO AIRDAS,-7.3249826,112.7269134
WONOCOLO,Surabaya,Apotek,swasta,VIVA APOTEK SIWALANKERTO THE SQUARE,-7.3249826,112.7269134
Wonocolo,Surabaya,Klinik Pratama,swasta,CITA SEHAT,-7.3249826,112.7269134
Wonocolo,Surabaya,Klinik Pratama,swasta,DINAYLA UTAMA 81,-7.3249826,112.7269134
Wonocolo,Surabaya,Klinik Pratama,swasta,JEMURSARI EMPAT,-7.3249826,112.7269134
Wonocolo,Surabaya,Klinik Pratama,swasta,UK PETRA,-7.3249826,112.7269134
Wonocolo,Surabaya,Klinik Pratama,swasta,BRI MEDIKA SURABAYA,-7.3249826,112.7269134
Wonocolo,Surabaya,Klinik Pratama,swasta,LORIS,-7.3249826,112.7269134
Wonocolo,Surabaya,Klinik Utama,swasta,EL SHAFI,-7.3249826,112.7269134
Wonocolo,Surabaya,Klinik Utama,swasta,DIALISA,-7.3249826,112.7269134
Wonocolo,Surabaya,Klinik Utama,swasta,SURABAYA EYE CLINIC,-7.3249826,112.7269134
Wonocolo,Surabaya,Klinik Utama,swasta,TIRTA MEDICAL CENTRE,-7.3249826,112.7269134
Wonocolo,Surabaya,Klinik Utama,swasta,PRODIA (JEMURSARI),-7.3249826,112.7269134
Wonocolo,Surabaya,Klinik Utama,swasta,ERHA CLINIC CABANG JEMURSARI,-7.3249826,112.7269134
Wonokromo,Surabaya,Klinik Pratama,lainnya,JALA HUSADA,-7.2941667,112.7207974
Wonokromo,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Jagir,-7.2941667,112.7207974
Wonokromo,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Ngagel Rejo,-7.2941667,112.7207974
Wonokromo,Surabaya,Puskesmas Induk,Pemerintah Kota,Puskesmas Wonokromo,-7.2941667,112.7207974
Wonokromo,Surabaya,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Sawunggaling,-7.2941667,112.7207974
Wonokromo,Surabaya,Rumah Sakit Umum,Swasta,RS Umum Katholik Surabaya,-7.2941667,112.7207974
Wonokromo,Surabaya,Rumah Sakit Umum,Swasta,RS William Booth Surabaya,-7.2941667,112.7207974
Wonokromo,Surabaya,Rumah Sakit Umum,Swasta,RS Islam Surabaya,-7.2941667,112.7207974
Wonokromo,Surabaya,Rumah Sakit Khusus,Swasta,RS Ibu dan Anak Lombok Dua Dua,-7.2941667,112.7207974
Wonokromo,Surabaya,Rumah Sakit Khusus,Swasta,RS Gigi dan Mulut Nala Husada,-7.2941667,112.7207974
Wonokromo,Surabaya,Apotek,swasta,OKEY FARMA,-7.2941667,112.7207974
Wonokromo,Surabaya,Apotek,swasta,SATYA FARMA,-7.2941667,112.7207974
Wonokromo,Surabaya,Apotek,swasta,VALENTINE,-7.2941667,112.7207974
Wonokromo,Surabaya,Apotek,swasta,DUTA FARMA II,-7.2941667,112.7207974
Wonokromo,Surabaya,Apotek,swasta,DIPONEGORO,-7.2941667,112.7207974
Wonokromo,Surabaya,Apotek,swasta,TIARA 2,-7.2941667,112.7207974
Wonokromo,Surabaya,Apotek,swasta,SAHABAT,-7.2941667,112.7207974
Wonokromo,Surabaya,Apotek,swasta,ALDA,-7.2941667,112.7207974
Wonokromo,Surabaya,Apotek,swasta,VIZ FARMA,-7.2941667,112.7207974
Wonokromo,Surabaya,Apotek,swasta,RESTU SEHAT,-7.2941667,112.7207974
Wonokromo,Surabaya,Apotek,swasta,TOTAL LIFE CLINIC,-7.2941667,112.7207974
Wonokromo,Surabaya,Apotek,swasta,LOMBOK 25,-7.2941667,112.7207974
Wonokromo,Surabaya,Apotek,swasta,BOSTON HEALTH & BEAUTY ROYAL PLAZA,-7.2941667,112.7207974
Wonokromo,Surabaya,Apotek,swasta,VIVA APOTEK JETIS KULON,-7.2941667,112.7207974
Wonokromo,Surabaya,Apotek,swasta,GUARDIAN TRANSMART NGAGEL,-7.2941667,112.7207974
Wonokromo,Surabaya,Apotek,swasta,K-24 BENDUL MERISI,-7.2941667,112.7207974
Wonokromo,Surabaya,Toko Obat,swasta,Hypermart Royal,-7.2941667,112.7207974
Wonokromo,Surabaya,Toko Obat,swasta,PRIMO,-7.2941667,112.7207974
Wonokromo,Surabaya,Toko Obat,swasta,toko Obat PT. Trans Retail Indonesia Cabang Transmart ngagel,-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Pratama,swasta,Yakes Telkom,-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Pratama,swasta,GIGI BHAKTI KASIH,-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Pratama,swasta,Anugerah Karya Medika 103,-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Pratama,swasta,PERTAMINA JAGIR,-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Pratama,swasta,MEDIKA YANI II,-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Pratama,swasta,KIMIA FARMA SEBELAS MEDIKA,-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Pratama,swasta,HAYYU SYAR'I,-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Pratama,swasta,NOVATIC,-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Pratama,swasta,INDRAGIRI,-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Pratama,swasta,DNY SKIN CARE (KUTAI),-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Pratama,swasta,DNY SKIN CARE (KUTISARI),-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Utama,swasta,JOYOBOYO,-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Utama,swasta,BAWEAN ORTHOPAEDIC AND REHABILITATION MEDICINE CENTER SURABAYA,-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Utama,swasta,ELIZABETH MEDICAL CENTRE,-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Utama,swasta,PKBI JAWA TIMUR,-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Utama,swasta,TOTAL LIFE CLINIC,-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Utama,swasta,MEDIKA UTAMA,-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Utama,swasta,THE NEW BRAIN CLINIC,-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Utama,swasta,PRODIA HEALTH CARE,-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Utama,swasta,SANODOC,-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Utama,swasta,ILHAN EYE CENTER,-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Utama,swasta,INDAH DENTAL CARE,-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Utama,swasta,JEC-JAVA@SURABAYA,-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Utama,swasta,CAHAYA DIAGNOSTIC CENTRE,-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Utama,swasta,J GLOW,-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Utama,swasta,BENINGS,-7.2941667,112.7207974
Wonokromo,Surabaya,Rumah Sakit Umum,TNI/POLRI,RS Soemitro Lanud Surabaya,-7.2941667,112.7207974
Wonokromo,Surabaya,Rumah Sakit Umum,TNI/POLRI,RS dr. Ramelan,-7.2941667,112.7207974
Wonokromo,Surabaya,Rumah Sakit Umum,TNI/POLRI,RS Umum Tk. III Brawijaya,-7.2941667,112.7207974
Wonokromo,Surabaya,Klinik Pratama,TNI/POLRI,KESATRIAN,-7.2941667,112.7207974
,Surabaya,Apotek,swasta,Berlin 5,,
,Surabaya,Klinik Utama,swasta,KU.Dharma Husada Eye Clinic,,
,Surabaya,Klinik Utama,swasta,KU.Mata Royal,,
,Surabaya,Klinik Utama,swasta,KU.Idental Villa Bukit Mas,,
,Surabaya,Klinik Utama,swasta,KU.Prospek (Simokerto),,
,Surabaya,Klinik Utama,swasta,KU.Prodia,,
,Surabaya,Klinik Utama,swasta,KU.Pramita Ngagel,,
,Surabaya,Klinik Pratama,swasta,KP.Ella Skin Care,,
,Surabaya,Klinik Pratama,swasta,KP.Lavender,,
,Surabaya,Klinik Pratama,swasta,KP.BG Skin,,
,Surabaya,Klinik Pratama,swasta,KP.Maharva,,
,Surabaya,Klinik Pratama,swasta,KP.Biotech,,
,Surabaya,Klinik Pratama,swasta,KP.Maharva,,
,Surabaya,Klinik Pratama,swasta,KP.Beaudent,,
,Surabaya,Klinik Pratama,swasta,KP.Hayyu Syari Ngagel,,
,Surabaya,Klinik Pratama,swasta,KP.Kebangkitan,,
,Surabaya,Klinik Pratama,swasta,NAYAKA HUSADA 05,,
,Surabaya,Klinik Pratama,swasta,DERMASENSE,,
,Surabaya,Klinik Pratama,swasta,ANNABELLE'S SKIN CARE,,
,Surabaya,Klinik Pratama,swasta,GLOSKIN AESTHETIC CLINIC,,
,Surabaya,Klinik Pratama,swasta,NAAVAGREEN NATURAL SKINCARE,,
,Surabaya,Klinik Pratama,swasta,GLOBAL SEJAHTERA ABADA,,
,Surabaya,Klinik Pratama,swasta,LONDON BEAUTY CENTRE,,
,Surabaya,Klinik Pratama,swasta,PACIFIC CLINIC,,
,Surabaya,Klinik Pratama,swasta,KENCANA MEDIKA,,
,Surabaya,Klinik Pratama,swasta,B CLINIC,,
,Surabaya,Klinik Pratama,swasta,ESC ESL,,
,Surabaya,Klinik Utama,swasta,MIRACLE,,
,Surabaya,Klinik Utama,swasta,IMPROVE,,
,Surabaya,Klinik Utama,swasta,PRAMITA,,
,Surabaya,Klinik Utama,swasta,GIGI SEHAT EAST,,
,Surabaya,Klinik Utama,swasta,PHSC,,
,Surabaya,Klinik Utama,swasta,PROFIRA,,
,Surabaya,Klinik Utama,swasta,CIPUTRA SMG LASIK,,
,Surabaya,Klinik Utama,swasta,DR. SJAMSU,,
,Surabaya,Klinik Utama,swasta,PRAMITA,,
,Surabaya,Klinik Utama,swasta,DENTALAND,,
,Surabaya,Klinik Pratama,TNI/POLRI,ADHYAKSA KEJAKSAAN TINGGI JAWA TIMUR,,
,Surabaya,Klinik Pratama,TNI/POLRI,POLAIRUD,,
,Surabaya,Klinik Pratama,TNI/POLRI,SATLINLAMIL 2,,
